client_id	path	sentence	up_votes	down_votes	age	gender	accent
2683e71b184cdcf29c6cc830ece1b47faad93197d6d343ff3558bc5b6780b209123fd39195fe0341e28a83688e2b46f59f0b6b62d8214dd8083cee9bddc963b2	common_voice_en_250.mp3	"It's hard to compare something necessary and mundane with something I'm excited about."	3	2	twenties	male	NA
26b6e517c44d1233f0e526e3f0b965f65faf1d3b1331eccfca6d49ee50d1704a7fafc7e20e1dd5c6eee5dfa910a8afca9aa607ae34a6e8c61942d2484b2dfb80	common_voice_en_17285800.mp3	"So you don't believe it was stolen at all?"	2	0	twenties	male	indian
289036ab8d0c1b800cf812f86a1650822038dad43e9e28e2c80972de3bef4870434603b97d2501f8388e15d27822e6bc8ffa18062ecc9d7ad1f14b89ad457654	common_voice_en_17258080.mp3	Unfortunately, nobody can warrant that the sanctions will have an effect on the community.	2	0	teens	male	wales
2a563ab0721bcb41058c196600dfce1fe4bffa0868d22d71d12ecada5446cba9279f3d01b618a9562c712dfffc3813526998c585029afdfd4d4d44de41e6d81d	common_voice_en_329504.mp3	Our group played guitars while the others randomly hit resonant objects.	3	2	thirties	male	us
2b88ad585ef886218921e7aebceed4517a2afd207ad74c0177784f3f15fec276319d2c3288a24992ff23a68a59b4c09b69f020c1b2f80ee364a7a6c09215e8b0	common_voice_en_18283853.mp3	They sneaked into the cinema.	2	0	twenties	male	us
2c41823446e36dcc16ffbab50308ed79893bbd995787f4423975934334c71147af01ee90d8c23d53fe7340ba988154d3bdb832548128b4ccd52f6628e8c71beb	common_voice_en_17285500.mp3	How about Egypt?	2	0	teens	male	indian
2c04d008a51920b2c59f823ced8782e5055526c3a3058eef8d60d8177b2e4d9cf569f4db9e31b8c541d15aae74f184787f80fda56cfcd1b7fad2e0df7cbd8898	common_voice_en_18487945.mp3	Her words sent a strange chill through Philip.	2	0	twenties	male	NA
2e0a1da73b530aa67dae2c62c4eb1e98104a6ae44880d4c2353ffdaf18e0776d103ada92bdf8e4e5c260c548ef7b96ddacc4d90b437721bbb908b7acdb73309d	common_voice_en_17277022.mp3	Did you check your laser?	2	1	twenties	male	indian
2e6709eecf8ada5fb3f348d6580c8f44e2aaec621669ebcab029ce6bf8da38d1d835f61393df6f85499e369e456193e3be198e6f7ec933b5378622cd8d3cf900	common_voice_en_17860890.mp3	"When you're at a party and somebody says ""banana bread"", a sniper might be near you."	2	0	thirties	male	us
2fb94f08efe16900d53d845f4414fe92fef94d14539e85ddfa69ac980036e491c3ff371a7b6a19b64b47b4a96f4ad4e8888c33b5a1737e752635386921f29b41	common_voice_en_17286892.mp3	"Love is a fluid concept, and I'm not sure if androids get that."	2	0	thirties	male	us
30afdede20d903532f693623f10532aaf7bf482376afeb58ddd194cbdc2d07bc4842eb19808c7d0f08e5cda2f61bf936ab4ff86fef6c1d55dda715108a76fada	common_voice_en_532087.mp3	This is a little boy and his dad playing a board game.	2	0	fifties	male	NA
30483d3db622059885a29c18398054c006049d545e40586265022b1d9cdc1b2df5905e719efd4b9180b63f3d38b5393e009ab85ec9d0fb9ecee178aaf336110c	common_voice_en_17249769.mp3	"No, we don't laminate our business cards."	2	1	thirties	male	indian
32768709e7c03a36766d935fa43bcc07805a06c3443c88fb8a4b9a331fcc68d5f3c8d6cd38d24191697fef4c011d8d1ae515645c972d8bd52cec60f781f88ae9	common_voice_en_18354220.mp3	Nowadays, we have fewer but larger farms.	2	0	twenties	female	england
3491a2059584229a84a800149d7ffc121acf09cd5be7921933eda2864f626fe757b49a58b766806c516f13875b98e52676010e4870110ce1385f7f6d4ece8306	common_voice_en_17152441.mp3	The stairs creaked under his weight as he climbed to the darkened upper floor.	2	0	fifties	male	NA
365b0ffc720a3d4a6040a9f06422b2f9db3fb7abe132d98af9f1416b7fe65cbeb4aec8786c8b515d54879abd8239db995427bbaec004656bec94832a212b5ccd	common_voice_en_17289231.mp3	"It's a bit of a pain to get everything set up the first time."	2	0	NA	female	scotland
37eb92b94966b518b7191485a84ce1b5d5b737bb6901a66d9982e520934a828fe430b17ee4bf8a7e7ab7843d896dd8a8e7946574c6a82d43864932d8dc7c53c3	common_voice_en_18762118.mp3	"At one point some of Bate's troops broke and ran."	2	0	twenties	male	us
395b186ce4d8b69586b2622a55248489386bd59d93cc5f44895e1edefffdcedff2f64ad0c2c038f2d3f3a039a1b3b76f6286e833dadd5d9148d3b1379d24d7c8	common_voice_en_18860884.mp3	Here he made useful contacts, including Bob Hope, Betty Grable and Rita Hayworth.	2	1	twenties	male	NA
3acf172040e2af16b31c01fab061f4b23a8270bf6eee122eee4d64773b8ab713a904b1b73f03ceff2f117131598f6be2df111509e5ac1ffb46bbb9d35ade2975	common_voice_en_507708.mp3	Bad nerves are jangled by a door slam.	2	0	twenties	male	us
3b714bf832456d99ebfecc531a737937aa1dc4cd4592253564be428c8e36d967fb1c673bb3fc15b255874ae41fdbe4c5cf50d26d857ec3cd693de60f5ad76480	common_voice_en_18344434.mp3	I was delayed for almost an hour because of roadworks	2	0	fifties	male	us
3c9bf74c9a6d857db10df743c41824720dd930feb3cfc5990db870204288b9132c0fdaf0f91aa53795c242299b5c1da439ed28fdbad21bbc6999674ee2cdd49c	common_voice_en_18890550.mp3	It has a semi-prehensile tail, needle sharp teeth and a long snout.	2	0	twenties	male	singapore
3dc120ec34ed93c5aafa46c268b7988f19b1dc53274236aced46f55708859157bc8a9cc40a4a24e0d73edbae410bc8e0f6ce6e3f07d86b0cd23a370963c9a294	common_voice_en_18122999.mp3	My trip to Belgium was a disaster.	2	0	thirties	male	NA
41eb5640443d27c8545ced0589065460d32f67e0a973b168e60f6190c5e74b2697a69fa254e3c3c44438358131787d0b571522b8d71558c02fd5b03d8673e287	common_voice_en_17282655.mp3	"It would appear to me that the two ideas aren't mutually exclusive."	2	0	thirties	male	england
45a349bd43b19e9743670f094bda725e6cd8be49562faff1bdf1c31a723a20cc429ea4e2b57d9770d48ecae14d588de415ca37cf6cd60de4220a777a7469f4be	common_voice_en_184547.mp3	I want to get back to my sheep faster.	2	0	teens	male	us
45b2987368108fb9d09fc0d7aab836fec05d46b96ee5b71a37cbda95ffad53e202adde9c078dc7e81a9e1b9b950d837a788075aeaa200bbd2c762bbb286f1196	common_voice_en_17938608.mp3	By accepting our privacy policy, you agree that we save your data for twenty-one days to detect frauds.	2	0	twenties	male	us
46763014356e1d3f52e9d26e8bc73f44ccba18c52225781782a1a55d52b04f1ffff2106d18775d3840b70980b92d1d2c045cdee290d5a231172de7375af374f0	common_voice_en_17288438.mp3	When the game is still undecided after sixty minutes, overtime begins.	2	0	fifties	male	us
473bb9124ec5f007f2cb82b0bc2165b76ae59fcaedbc20dd880354313d7c0392311744e096f974eaf54229a3d39a1db300e277146e0e3d5dd5033ca27ae1dac5	common_voice_en_18334975.mp3	All those against, say Nay.	2	0	twenties	male	indian
47e27405e28be22e9446dee5fec3df98ab7fe3fd3fa491d2885a103d0fe697c8a19f768815ba4b26d7a89df4a4d5fec6e874b7826f68cf8c1570428c601bae1d	common_voice_en_18511188.mp3	I told you the food stank.	2	0	twenties	male	indian
4822cfa1fad52f3115a183cced45bc9f3bb306f6bb01129177f76c29bf10bfd60112aee0674626c9469dfcd5fb1100910cf51db6ae6c37ef67bb33ed9ad3b768	common_voice_en_17274526.mp3	Roaming endlessly around the park, she wants to go home.	2	1	twenties	male	us
49f9082fabcbd04b47c6f0a5e9d8323d9cb1b9a9e86149be6b41e50c934b5c40cd0af69e7e593b3db5bf35a42f61b51be23dc7da25f3b4997698313b7cde7a5d	common_voice_en_691319.mp3	But, as time passed, Tangier had changed.	2	0	twenties	male	indian
4c6085885c71586aff4fc08cbbcf6ffd32525b39fa6fc1be58f68c78a76e50ce2e7e4d30c01a1f4b1b19ca934ea0b5487db87ffb05e897d599edb60ef07b8ec6	common_voice_en_17151232.mp3	Vandalism could relay funny message, too!	2	1	fifties	male	NA
4d8947addcf6687cce07f0e7aa91505e769de388e3e827660bcbca391cf20022ecea513bed3c281d2e2a922b49e9d602c4b8f20a7cd561f9eb0079a211025306	common_voice_en_193485.mp3	You want the moon?	2	1	thirties	male	bermuda
4ed7e3dd3845e5001698f58f1cad98f682d1808efef35c182d708b173e905acdf87fe4c714bca2685b5da654a65d134e224ab388fa535860c3aa1b565e55ad68	common_voice_en_18041350.mp3	Can you file these files, please?	2	0	fourties	male	us
4ee0bfd9e27a8c4852cb019071c853f83d35bc2625823958cd659500e4e47d8bd7013d786c785886798b0985b0d84748973c525bb45d38610798243a1fd7c86b	common_voice_en_18342344.mp3	A ladybird is a type of red and black flying insect	2	1	seventies	male	england
5362493720836d648aef114c42a3c9480a68b940d6ed943592b0b075f899ca26b0688ed96022356c91fdaa1c82a8d8b692fad8a0540af2c1fda074120183dde0	common_voice_en_15734801.mp3	Neil Armstrong was the first man to step foot on the moon.	2	0	fourties	male	scotland
54a5c6ee1aaf662fc555eac119c47b75de4dd5c8d3b51ac6b079a51d38a3e78bb9d33e2c9243baa474258ac40c9941638cac619a469fb987d276ec032443b1e5	common_voice_en_18534646.mp3	Good point! well made.	2	1	thirties	female	NA
591ad5fb3f49a77e8200286890ace0d2b1e78bc37776e57bd08c0bab38ffee45cf8e6f106d4df5a02ac0476c51a60807cea82a095651a925eeca22a82ac596b6	common_voice_en_17298604.mp3	"The python wasn't a snake, it was a programming language."	2	1	twenties	male	canada
5a1528587dc1deeb32886cb8c55ef72bdcc8d6e045ca0cfe02c90a0ef53bec9211c11c2916085562e52a6e6e5bf48933f87fc2bf9653b71053670fc0c5f8fb40	common_voice_en_679076.mp3	Sorry to keep you waiting.	2	0	teens	male	us
599cd7bb143ea5ab76f4b16ed16151a75d29db76f12ab04dcf9f36bc6850be4a90e745855c82643861fe48ec905e34bf175d43c1b8d9401a1f0cb7213bb1f1b6	common_voice_en_17285933.mp3	Would anyone care for some lavender custard?	2	0	twenties	male	indian
5a6c7bef6d93fe95267bedc3d1ae05f7caf0d384746a0e875bc85b41e4a9f0939558b7f1034524b1df4dac1d3088c626081c95dd1e6c11fee0d22c6458c0b71c	common_voice_en_18733679.mp3	They currently hang in Hartwall Areena in Helsinki.	2	1	twenties	male	england
5c3a1f104abc012bea75fe86171b623571553d2e24d4d5efd4cb1bc761927aabae3b0807249c5269f42630344d805afe374537b2e068dfb4cbd5b357e4ec480c	common_voice_en_18733382.mp3	"Proceeds go to the town's athletic programs."	2	1	twenties	female	england
5c6f22ebd4875df444f3127f62b3a73339a39973eea83323cc4d54870ecf53ff9a5421a653c5a39dcb253ba5e9d2d0f8a3e9a9cd503cd89df7b7cbefa4569363	common_voice_en_17977806.mp3	Do you understand me?	2	0	twenties	male	indian
5d9905141011171ff04faec3e5ab947ae335c063664b46cc172be51afd9f572073797586660b60b99f48129346212534cb6a17f7ba55c8e8332638bd46f63fa9	common_voice_en_18345206.mp3	There is no excuse for tardiness.	2	0	thirties	male	canada
5fcb093e85c5ea51086fe597ef5474a167a92773fbb40959daa54fa806d080c0869cd414bc1194a01ed55f0e6b9ed82ba37ff760146151b419e4fd4dfa94fc3a	common_voice_en_18730818.mp3	"The story is recounted in Sophocles' ""Women of Trachis"" and Ovid's ""Metamorphoses""."	2	0	twenties	male	NA
5efda2ff7f07354c4e64898990b6edf856abd63ad046838d8da2b416b6b5ee6b8bf98316c125084c7e5402a12da09cce0dab0c7043bfe4b85a9befdb225e7871	common_voice_en_17562784.mp3	What more do you want?	2	0	twenties	male	us
61962237cec60b109edf33651dbf8af155d07fdd447e4bb79d6ed32b0377ae3c66d0524201089c73cee56f65abff3efb3a38515b9782205943160ae666b1c24e	common_voice_en_18256283.mp3	This is a safe place.	2	0	fourties	female	NA
6469332fcc40865a6ef65ab62a5f3068988f6da9e8d1e6ba525abc97ce5bcb3c622a2e307a6813165bd4b6ae02f0f150fdea6f79b4d9a38fa4447582fb1f09b9	common_voice_en_13643569.mp3	Have you seen it?	2	1	seventies	male	us
64c137d44e6bf3336e9f5a5181bb0dd6dedea4a4751c76da992613cff34cdddd1063614ae570cdb3c9c57ec79d07455676e08cc10a26f33af6d30b3e6c6d11fa	common_voice_en_3900314.mp3	Angela wanted to copy everything he had done.	2	1	twenties	male	indian
64ee253ab1624c432859905eb0d2ccf27e7430a2d496387784c476017eb4acec86495164603f1ddc94c7f8b82efb9ba8eaa18f2f13fa7fdc86e74b209d4f3eb1	common_voice_en_551456.mp3	Jim became head of the draft board.	2	0	fifties	female	us
6554ae4a9a6acd57b36a273b5caa4e77357478ae0ab12cf3f85402cdda43204168331b30c3a4ef607dfc5cd72988be908e26b2f597810c7409ade4c1844331d1	common_voice_en_203526.mp3	That sobered him a little.	3	0	teens	male	NA
6673fb75f97899f6eb202065ba860caa3b9e1954d6f62abf041eac45412b52cae5eb5951484dcea9ff87f486706f8ecbd6ab9c15fc239da3a7f19751c38d6ac9	common_voice_en_572305.mp3	A boy in white asleep at the bottom of the river.	2	1	twenties	male	england
66aa0130623ca250dcfc05e3f7d9a39fc978a23d64e3ccb302dccf399541e7a52c713b4bc35ec0824b07ded6d20170f0180214e5d08f3e13b19454bf3c87adf4	common_voice_en_15757435.mp3	To fleece him smartly.	2	1	twenties	male	england
69c5200bb1ff87558a7babd25c07e9782779e3de44d9ae55cda647218718560b958aff5c0a045d8b939d9efa7648caf1142c746c7641e0f2055527f18e09a5c5	common_voice_en_17414289.mp3	Will that suit you?	2	1	twenties	male	other
6f3e0ce4359f08a39372448af58a067c9b28850595d896167565542a982de7e919fb023b2fc9877483f21a893c28eb47199bdb66f13e8d2c6ab924e9df490c0d	common_voice_en_17284616.mp3	"I'm afraid not, he's visiting a sick relative somewhere in Germany."	2	0	twenties	male	us
6f700f0d58534d627b8e3e85df9aaf4b56b355f6151b56517720863f43b64c7c9ea69346976d04695390b6feb760fb9ea77e501d3ad47863cfcf623d8b2b3e48	common_voice_en_934751.mp3	My chinchilla eats bread.	3	0	teens	male	england
701eeec4ecd00a47b9c3af61b10fde38097f1cc9657f326902041e384c18e5fb8a5b48313c457498c265578acad193463d310363dab2ec847a763a7c7d8b43f8	common_voice_en_3388.mp3	"That's what I'm going to do."	8	5	fourties	male	us
72c541aa19962416a4e97b543aca5ee4ab35bf173bcfa4c0ceff8a4fc37818b7fec8df975f5412b695bb391c19a9756a43d7cfade2b9d47c36346d74692d02d3	common_voice_en_18250538.mp3	We see the best in humanity when we help each other.	2	0	twenties	female	NA
749ada93bd12052216107bcf2df878b69ff702c3ace69d929cc4040ed9bd76d011185dc04c030670015a9962b35d31e2007a9a15ec436ea4cfa20baec5e4ed48	common_voice_en_18343224.mp3	These rumors may even originate with us.	2	0	twenties	male	indian
78d86e3ab174db74e7242cb235cb9c1e5f4f4e97a2557d75b613df47e5f69de120f47db627a03aabead4edc8988bab64b8b5384bc285964f349b0c759a46c3f5	common_voice_en_18592575.mp3	We must treat people humanely.	2	0	twenties	male	us
78e4473b54c0f98ba419aee46eecbbc90867b95135b80ebb975cfb13ed295e1502b720b2394366658f25796863616275c68814d1931751e28f08692195a8e9bf	common_voice_en_18668688.mp3	You must not remain here.	2	0	thirties	male	NA
7a7cf5a8b083d8102e99fe567eb6eeafd2a37b8bf35970d9e280dff6c03569a6a53acd9ada45ba6afb861e8766ec13b54757e172713d4cece6bcaa45841d9e72	common_voice_en_604917.mp3	They ate in silence.	2	0	fourties	female	us
7a39dd1ad05f4f8f08c23ab253d73228fbfcdde223efd289fc8b6ce16479b67168ca2f64ae9d7e1c2f664a796affa5f58d67e6151bfd9416c827f1197299259b	common_voice_en_18682280.mp3	Latimer is consistently assessed as having a low risk of re-offending.	2	0	twenties	male	us
7b3dc7e0229ad151c9bd6251d9303c36e16086e696fc9cd0d400a8f34d17d02bcec44f637c1bd6d11ec28d9fb3bab300a13a14115bd4a682e594cad44919d98e	common_voice_en_17281459.mp3	Let me worry about that.	2	0	teens	female	indian
7dd157e8fdb35dfdd6dee7f04afa2cfd950ce679251b0f826d36785be93c235d6a0e82f986b3765187dd6564883475b6559f8d18fe7c9ee0bfb4ebddecb2d4d9	common_voice_en_17257226.mp3	Did you see any ghosts?	2	0	twenties	male	australia
7d7c76e7c86b305e34ffa566404ea51c74da1071b6f509e72531667526c8199031628a99e6d70b40190cefdc91fded90896e47e7a8c1e90fd0426b982dddeab1	common_voice_en_4561565.mp3	Slide the bill between the two leaves.	2	0	fifties	female	us
7ee0a4336692119bff031932ea475966132b7202b00d73f925647b35f8f7693e382da32f9712b1b5173175520394fcde43f2800cd7dd1c724f2238e7f17cf564	common_voice_en_17417536.mp3	Without haste, yet without rest unhasting, yet unresting.	2	1	twenties	male	indian
7f25470dc8a276549fe4c79bd46cb379a8e30d8ca1ce42da291ebf1d2c91d5df41c383ba0c2df953e47642c5e65d48f6063c4e6c1f53c6fbe67f1637eaff3d74	common_voice_en_18838805.mp3	The site where these settlers situated near the mountains used to be called Conventa.	2	0	twenties	male	us
811907223584e3dc95f98aca1ba03db1075bf5e830afbe9695075de8a36ba19d4ba128b4e2c6c638edc2ae893ded3a9289d30723da13ed4f35f82c173a2f57de	common_voice_en_18282780.mp3	It is a moot point.	3	0	twenties	male	us
81b8febc2588ee8b707d313658b8f37ea4c3ef24695cbfe0f35eac4ebb77eb3259e0a939f15b737effc830631fb0c82992de02288413539ec0138d330f66463e	common_voice_en_18503553.mp3	"I'll be lucky if she even talks to me again."	2	0	teens	male	NA
8195bc341f00dc726e995b5bcecdaf5686086b646024124ebbc15451e826a9b1546a68de82f60dba462551739b3e15f1e00d64a516a7d12e35fc20c8d27e30da	common_voice_en_17274595.mp3	Grasp all, lose all.	2	0	twenties	male	us
8278d09b99cee8248006d903a204f263793dcfa64b7e60ee22f80015ffa6bf7f42928a3d9f13ac5eefe123ba5d3bd695e310541bd1a30a04686970b65bd9bfa0	common_voice_en_17255904.mp3	After writing a bug report, one should regularly check if someone responded.	2	1	thirties	male	us
8283a190e7609620253a7b96047b505154c535b86442790ff47d2e6253a5eda5402ade1f7584a03a6a190393fe9739ccf34f601ca72ef8517c894219a3cc29da	common_voice_en_18493447.mp3	Keep interested in your own career, however humble	2	0	twenties	male	australia
845a5fc102e128c0d68591f0edf53634cff9c929912f5a28fe4ebfca4acfac93c779c1500c33d147d72c7b807267f687a854e3eabe582cb78a8b4006bea57b24	common_voice_en_18478721.mp3	‘But she must have a prize herself, you know,’ said the Mouse.	2	0	twenties	male	us
876a8adfbaaa6afb4244bf6885a89074f631993fd50c657b65bbd94bb17b832d26a47a1f66dca0de994533b43ba0b737621cb53a1ada7c7ed776b501c080e22f	common_voice_en_17789645.mp3	I’m coming to that.	2	1	twenties	male	us
8bc052de6d8f570af6681dbd4eb01b3a0fe213a1d55b72cd3ad706cae1d64f305e08c8c1e166be1f4a74ada58ad2583e6288f69a0da50bdc992868e5a6b01f66	common_voice_en_17256430.mp3	What must I do?	2	0	thirties	male	us
8be7b12406c51cb96f01238d37ea818240366aa956a2d14a3fce573076a6503a6e0853f89006d9a20aec2dc4237afa44562903be77fcea86a188b8a5cefd9b4a	common_voice_en_620329.mp3	Why do you ask?	2	0	twenties	male	england
8e2fb14a890c29d5b5b0e28bf060c6d14091df1fe71296eda3ae892f7c87db84198f63b3165606dd3bfe953e640e97b9d2faffa0124da62256959d401920d364	common_voice_en_159722.mp3	"We couldn't make it in a week!"	2	1	fourties	female	us
8e981bccae4b5432d72d14a1acf73728ac0100932fe431a51cb41a43c253699067edea8d0cae2aef61de5718d641dff5faaac7dac69e2d6b9b413d5c1654d134	common_voice_en_670563.mp3	"Haven't you got any feeling?"	2	0	twenties	male	malaysia
900e9e5675999f0cb92e3c036b31b1f6fa0dc53706163091b1d511e58a5dc5a0ee9f3358770595565878075a4bd62a858b0217197fc5b28876adf80f12f5f3bb	common_voice_en_18339394.mp3	Exciting times are the lot of the fish patrol.	2	0	seventies	male	england
955e4341785ee504698b53edc2ae6b8944befe1fa55b0f83546f988fcdf4034f00371ea626220bc58c0d4114635786d788d70a3f33780b60747c55cea8b82d1a	common_voice_en_17287612.mp3	"Get up, we're going shopping."	2	0	twenties	male	canada
9c30edba7cdd95d6d3c448a8f214931911a558b1583ecab914be1ab071d0153195070da118a02f034a11bba67022a2ca52bf6706030d0bc2349f1595c94b0e46	common_voice_en_17272824.mp3	"Why can't I skip this damn intro?"	2	0	teens	male	england
9d938529eee307e142067fd9b96c7e990f91a759e1ef35666e9e309b359d3d9e473c467599609ebacfb108c6f9eac077f65c02476bd3fce80455ddc4f60af44b	common_voice_en_18698597.mp3	To the west is Yap State.	2	0	twenties	male	african
9fad4c98d766085df4bb5f094e0bb12de06344406dfc612f37adc8f170231f42ea2bd48f221890b2832a35cbc657e6b47c5cf334da46ff9253efe6ccf072b44a	common_voice_en_1531516.mp3	"The chocolate bar looked so tempting that Lenna just couldn't abstain from it."	2	0	teens	male	canada
a0a4a11c15ca8949519c4ae610ff6f41b10e11224220a6966e984fc6126f202c863a87ecdb81afbc3e9a91437195faf4fb86511d8d3eef2c9b96f2b6bfd2be0c	common_voice_en_678039.mp3	Then she looked up.	2	0	teens	male	us
a1ebe68350c28085854895236ef4d597e62686ec82b55dcd883b396775495f335c6b1de4251b4dcb4dc7396bf0fe45d0cd582b45953e016ded4e5761ffb167a4	common_voice_en_651325.mp3	Every purchase is a vote.	2	0	fifties	male	us
a392ee9796e6a054b37cd558d868efe792e7d4385e756dad8d66884a6e39756917b82adb99a2fe2042d8fd00cd55382d3ef6625843959201a397da07262911c6	common_voice_en_17255702.mp3	Great, can you show them to me?	2	0	thirties	male	us
